"","Codes","Description","unit","Periodicity","start","last value","source"
"13","360"," Financial investment fund - FIF 90 - Investments in stocks for debentures conversion"," c.m.u. (thousand)"," W"," 09/01/1995"," 07/26/1999"," Sisbacen PEFI450"
"14","361"," Financial investment fund - FIF 90 - Investments in open Companies stocks"," c.m.u. (thousand)"," W"," 09/01/1995"," 07/26/1999"," Sisbacen PEFI450"
"15","362"," Financial investment fund - FIF 90 - Other investments"," c.m.u. (thousand)"," W"," 09/01/1995"," 07/26/1999"," Sisbacen PEFI450"
"16","363"," Financial investment fund - FIF 90 - Investments in repurchase agreements"," c.m.u. (thousand)"," W"," 09/01/1995"," 07/26/1999"," Sisbacen PEFI450"
"17","364"," Financial Investment Fund (FIF) - Investments in Treasury securities"," c.m.u. (thousand)"," W"," 09/01/1995"," 05/24/2004"," Sisbacen PEFI450"
"18","365"," Financial Investment Fund (FIF) - Investments in Central Bank securities"," c.m.u. (thousand)"," W"," 09/01/1995"," 05/24/2004"," Sisbacen PEFI450"
"19","366"," Financial investment fund (FIF) - Investments in state securities"," c.m.u. (thousand)"," W"," 09/01/1995"," 05/24/2004"," Sisbacen PEFI450"
"20","367"," Financial investment fund (FIF) - Investments in municipal securities"," c.m.u. (thousand)"," W"," 09/01/1995"," 05/24/2004"," Sisbacen PEFI450"
"21","368"," Financial investment fund (FIF) - Investments in time deposits (CDB/RDB)"," c.m.u. (thousand)"," W"," 09/01/1995"," 05/24/2004"," Sisbacen PEFI450"
"22","369"," Financial investment fund (FIF) - Investments in debentures"," c.m.u. (thousand)"," W"," 09/01/1995"," 05/24/2004"," Sisbacen PEFI450"
"23","370"," Financial Investment Fund (FIF) - Investments in mortgage bills"," c.m.u. (thousand)"," W"," 09/01/1995"," 05/24/2004"," Sisbacen PEFI450"
"24","371"," Financial investment fund (FIF) - Investments in exchange bills"," c.m.u. (thousand)"," W"," 09/01/1995"," 05/24/2004"," Sisbacen PEFI450"
"25","372"," Financial investment fund (FIF) - Investments in gold"," c.m.u. (thousand)"," W"," 09/01/1995"," 05/24/2004"," Sisbacen PEFI450"
"26","373"," Financial investment fund (FIF) - Investments in warrants"," c.m.u. (thousand)"," W"," 09/01/1995"," 05/24/2004"," Sisbacen PEFI450"
"27","374"," Financial investment fund (FIF) - Investments in export notes"," c.m.u. (thousand)"," W"," 09/01/1995"," 05/24/2004"," Sisbacen PEFI450"
"28","375"," Financial Investment Fund (FIF) - Investments in stocks for debentures conversion"," c.m.u. (thousand)"," W"," 09/01/1995"," 05/24/2004"," Sisbacen PEFI450"
"29","376"," Financial investment fund (FIF) - Investments in quoted company stocks"," c.m.u. (thousand)"," W"," 09/01/1995"," 05/24/2004"," Sisbacen PEFI450"
"30","377"," Financial investment fund (FIF) - Other investments"," c.m.u. (thousand)"," W"," 09/01/1995"," 05/24/2004"," Sisbacen PEFI450"
"31","378"," Financial investment fund (FIF) - Investments in repurchase agreements"," c.m.u. (thousand)"," W"," 09/01/1995"," 05/24/2004"," Sisbacen PEFI450"
"32","14"," Time deposits (CDB/RDB-preset) - Daily return (%)"," % p.d."," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"33","15"," Time deposits (CDB/RDB-preset) - Balance"," c.m.u. (thousand)"," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"34","16"," Time deposits (CDB/RDB-preset) - Calendar days in periods of 30/35 days"," Days"," D"," 12/29/1989"," 04/25/2016"," Sisbacen PESP300"
"35","17"," Time deposits (CDB/RDB-preset) - Working days in periods of 30/35 days"," Days"," D"," 12/29/1989"," 04/25/2016"," Sisbacen PESP300"
"36","18"," Time deposits (CDB/RDB-postset) - Daily return (%)"," % p.d."," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"37","19"," Time deposits (CDB/RDB-postset) - Balance"," c.m.u. (thousand)"," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"38","20"," Time deposits (CDB/RDB-postset) - Calendar days in periods of 120/125 days"," Days"," D"," 12/29/1989"," 04/25/2016"," Sisbacen PESP300"
"39","21"," Time deposits (CDB/RDB-postset) - Working days in periods of 120/125 days"," Days"," D"," 12/29/1989"," 04/25/2016"," Sisbacen PESP300"
"40","23"," Brazilian system of savings and loans (SBPE) and Rural savings deposits - Balance"," c.m.u. (thousand)"," D"," 08/22/1991"," 04/18/2016"," Sisbacen PESP300"
"41","24"," Brazilian system of savings and loans (SBPE) and Rural savings deposits - Net inflow"," c.m.u. (thousand)"," D"," 08/02/1991"," 04/18/2016"," Sisbacen PESP300"
"42","25"," Saving deposits up to 05.03.2012 - Return in the time period"," % p.m."," D"," 02/01/1991"," 04/25/2016"," Sisbacen PESP300"
"43","26"," Time deposits (CDB/RDB-preset) - Financial institutions rate (%)"," % p.d."," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"44","27"," Time deposits (CDB/RDB-preset) - Financial institutions balance"," c.m.u. (thousand)"," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"45","28"," Time deposits (CDB/RDB-preset) - Institutional investors rate (%)"," % p.d."," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"46","29"," Time deposits (CDB/RDB-preset) - Institutional investors balance"," c.m.u. (thousand)"," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"47","30"," Time deposits (CDB/RDB-preset) - Legal entities rate (%)"," % p.d."," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"48","31"," Time deposits (CDB/RDB-preset) - Legal entities balance"," c.m.u. (thousand)"," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"49","32"," Time deposits (CDB/RDB-preset) - Individuals rate (%)"," % p.d."," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"50","33"," Time deposits (CDB/RDB-preset) - Individuals balance"," c.m.u. (thousand)"," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"51","34"," Time deposits (CDB/RDB-postset) - Financial institutions rate (%)"," % p.d."," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"52","35"," Time deposits (CDB/RDB-postset) - Financial institutions balance"," c.m.u. (thousand)"," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"53","36"," Time deposits (CDB/RDB-postset) - Institutional investors rate (%)"," % p.d."," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"54","37"," Time deposits (CDB/RDB-postset) - Institutional investors balance"," c.m.u. (thousand)"," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"55","38"," Time deposits (CDB/RDB-postset) - Legal entities rate (%)"," % p.d."," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"56","39"," Time deposits (CDB/RDB-postset) - Legal entities balance"," c.m.u. (thousand)"," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"57","40"," Time deposits (CDB/RDB-postset) - Individuals rate (%)"," % p.d."," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"58","41"," Time deposits (CDB/RDB-postset) - Individuals balance"," c.m.u. (thousand)"," D"," 02/28/1992"," 04/15/2016"," Sisbacen PESP300"
"59","45"," Commodities funds - Net worth"," c.m.u. (thousand)"," D"," 12/21/1992"," 12/29/1995"," Sisbacen PESP300"
"60","46"," Commodities funds - Net inflow"," c.m.u. (thousand)"," D"," 12/21/1992"," 12/29/1995"," Sisbacen PESP300"
"61","47"," Commodities funds - Daily income (%)"," % p.d."," D"," 12/21/1992"," 12/29/1995"," Sisbacen PESP300"
"62","48"," Fixed-income mutual fund - Net worth"," c.m.u. (thousand)"," D"," 01/31/1991"," 12/29/1995"," Sisbacen PESP300"
"63","49"," Fixed-income mutual fund - Net inflow"," c.m.u. (thousand)"," D"," 01/31/1991"," 12/29/1995"," Sisbacen PESP300"
"64","50"," Fixed-income mutual fund - Daily income (%)"," % p.d."," D"," 01/31/1991"," 12/29/1995"," Sisbacen PESP300"
"65","51"," Free portfolio stock funds - Net worth"," c.m.u. (thousand)"," D"," 10/06/1993"," 09/29/2000"," Sisbacen PESP300"
"66","52"," Free portfolio stock funds - Net inflow"," c.m.u. (thousand)"," D"," 10/06/1993"," 09/29/2000"," Sisbacen PESP300"
"67","53"," Stock funds - free portfolio - Daily income (%)"," % p.d."," D"," 10/06/1993"," 09/29/2000"," Sisbacen PESP300"
"68","54"," Traditional stock funds - Net worth"," c.m.u. (thousand)"," D"," 01/31/1991"," 09/29/2000"," Sisbacen PESP300"
"69","55"," Traditional stock funds - Net inflow"," c.m.u. (thousand)"," D"," 01/31/1991"," 09/29/2000"," Sisbacen PESP300"
"70","56"," Traditional stock funds - Daily income (%)"," % p.d."," D"," 01/31/1991"," 09/29/2000"," Sisbacen PESP300"
"71","60"," Foreign capital fixed-income fund - Net worth"," c.m.u. (thousand)"," D"," 03/01/1994"," 04/16/2001"," Sisbacen PESP300"
"72","61"," Foreign capital fixed-income fund - Daily income (%)"," % p.d."," D"," 03/01/1994"," 04/16/2001"," Sisbacen PESP300"
"73","63"," Credit operations with nonearmarked funds (preset rate) - Hot money - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"74","64"," Credit operations with nonearmarked funds (preset rate) - Balances - Hot money"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"75","67"," Credit operations with nonearmarked funds (preset rate) - Discouting of trade bills- Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"76","68"," Credit operations with nonearmarked funds (preset rate) - Balances - Discouting of trade bills"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"77","69"," Credit operations with nonearmarked funds (preset rate) - Discouting promissory notes - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"78","70"," Credit operations with nonearmarked funds (preset rate) - Balances - Discouting promissory notes"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"79","73"," Credit operations with nonearmarked funds (preset rate) - Working capital - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"80","74"," Credit operations with nonearmarked funds (preset rate) - Balances - Working capital"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"81","75"," Credit operations with nonearmarked funds (postset rate) - Working capital - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"82","76"," Credit operations with nonearmarked funds (postset rate) - Balances - Working capital"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"83","77"," Credit operations with nonearmarked funds (preset rate) - Guarantied overdraft accounts - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"84","78"," Credit operations with nonearmarked funds (preset rate) - Balances - Guarantied overdraft accounts"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"85","79"," Credit operations with nonearmarked funds (postset rate) - Guarantied overdraft accounts - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"86","80"," Credit operations with nonearmarked funds (postset rate) - Balances - Guarantied overdraft accounts"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"87","81"," Credit operations with nonearmarked funds (preset rate) - Acquisitions of goods-legal entities - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"88","82"," Credit operations with nonearmarked funds (preset rate) - Balances - Acquisitions of goods-legal entities"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"89","83"," Credit operations with nonearmarked funds (postset rate) - Acquisitions of goods-legal entities - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"90","84"," Credit operations with nonearmarked funds (postset rate) - Balances - Acquisitions of goods-legal entities"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"91","85"," Credit operations with nonearmarked funds (preset rate) - Vendor - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"92","86"," Credit operations with nonearmarked funds (preset rate) - Balances - Vendor"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"93","87"," Credit operations with nonearmarked funds (postset rate) - Vendor - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"94","88"," Credit operations with nonearmarked funds (postset rate) - Balances - Vendor"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"95","89"," Credit operations with nonearmarked funds (postset rate) - Anticipation of exchange contracts (ACC) - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"96","90"," Credit operations with nonearmarked funds (postset rate) - Balances - Anticipation of exchange contracts (ACC)"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"97","91"," Credit operations with nonearmarked funds (postset rate) - Export notes - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"98","92"," Credit operations with nonearmarked funds (postset rate) - Balances - Export notes"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"99","93"," Credit operations with nonearmarked funds (postset rate) - Foreign on lendings - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"100","94"," Credit operations with nonearmarked funds (postset rate) - Balances - Foreign on lendings"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"101","95"," Credit operations with nonearmarked funds (preset rate) - Special overdraft checks - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"102","96"," Credit operations with nonearmarked funds (preset rate) - Balances - Special overdraft checks"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"103","97"," Credit operations with nonearmarked funds (postset rate) - Special overdraft checks - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"104","98"," Credit operations with nonearmarked funds (postset rate) - Balances - Special overdraft checks"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"105","99"," Credit operations with nonearmarked funds (preset rate) - Personal credits - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"106","100"," Credit operations with nonearmarked funds (preset rate) - Balances - Personal credits"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"107","101"," Credit operations with nonearmarked funds (postset rate) - Personal credits - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"108","102"," Credit operations with nonearmarked funds (postset rate) - Balances - Personal credits"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"109","103"," Credit operations with nonearmarked funds (preset rate) - Acquisition of other goods-individuals - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"110","104"," Credit operations with nonearmarked funds (preset rate) - Balances - Acquisition of other goods-individuals"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"111","105"," Credit operations with nonearmarked funds (postset rate) - Acquisition of other goods-individuals - Total rate"," % p.d."," D"," 07/04/1994"," 12/31/2012"," Sisbacen PESP300"
"112","106"," Credit operations with nonearmarked funds (postset rate) - Balances - Acquisition of other goods-individuals"," c.m.u. (thousand)"," D"," 06/01/1993"," 12/31/2012"," Sisbacen PESP300"
"113","119"," Commodities funds - Investments in export notes"," c.m.u. (thousand)"," M"," 12/31/1992"," dec/1995"," Sisbacen PESP300"
"114","120"," Commodities funds - Investments in time deposits (CDB/RDB)"," c.m.u. (thousand)"," M"," 12/31/1992"," nov/1995"," Sisbacen PESP300"
"115","121"," Commodities funds - Investments in warrants"," c.m.u. (thousand)"," M"," 12/31/1992"," nov/1995"," Sisbacen PESP300"
"116","122"," Commodities funds - Investments in commodities certificates"," c.m.u. (thousand)"," M"," 12/31/1992"," dec/1995"," Sisbacen PESP300"
"117","123"," Commodities funds - Investments in treasury securities"," c.m.u. (thousand)"," M"," 12/31/1992"," dec/1995"," Sisbacen PESP300"
"118","124"," Commodities funds - Investments in state and municipal securities"," c.m.u. (thousand)"," M"," 12/31/1992"," dec/1995"," Sisbacen PESP300"
"119","125"," Commodities funds - Investments in private securities"," c.m.u. (thousand)"," M"," 12/31/1992"," dec/1995"," Sisbacen PESP300"
"120","126"," Commodities funds - Investments in Financial Investment Funds (FAF) quotas"," c.m.u. (thousand)"," M"," 12/31/1992"," dec/1995"," Sisbacen PESP300"
"121","127"," Commodities funds - Investments in commercial papers"," c.m.u. (thousand)"," M"," 12/31/1992"," nov/1995"," Sisbacen PESP300"
"122","128"," Commodities funds - Investments in stocks"," c.m.u. (thousand)"," M"," 12/31/1992"," nov/1995"," Sisbacen PESP300"
"123","129"," Commodities funds - Investments in gold"," c.m.u. (thousand)"," M"," 12/31/1992"," nov/1995"," Sisbacen PESP300"
"124","130"," Fixed-income mutual fund - Investments in treasury securities"," c.m.u. (thousand)"," M"," 05/31/1993"," nov/1995"," Sisbacen PESP300"
"125","131"," Fixed-income mutual fund - Investments in Central Bank securities"," c.m.u. (thousand)"," M"," 05/31/1993"," nov/1995"," Sisbacen PESP300"
"126","132"," Fixed-income mutual fund - Investments in state and municipal securities"," c.m.u. (thousand)"," M"," 05/31/1993"," nov/1995"," Sisbacen PESP300"
"127","133"," Fixed-income mutual fund - Investments in stocks"," c.m.u. (thousand)"," M"," 05/31/1993"," nov/1995"," Sisbacen PESP300"
"128","134"," Fixed-income mutual fund - Investments in debentures"," c.m.u. (thousand)"," M"," 05/31/1993"," nov/1995"," Sisbacen PESP300"
"129","135"," Fixed-income mutual fund - Investments in private securities"," c.m.u. (thousand)"," M"," 05/31/1993"," nov/1995"," Sisbacen PESP300"
"130","136"," Fixed-income mutual fund - Investments in interest rate futures"," c.m.u. (thousand)"," M"," 05/31/1993"," nov/1995"," Sisbacen PESP300"
"131","137"," Fixed-income mutual fund - Investments in fund quotas"," c.m.u. (thousand)"," M"," 05/31/1993"," nov/1995"," Sisbacen PESP300"
"132","138"," Fixed-income mutual fund - Investments in repurchase agreements"," c.m.u. (thousand)"," M"," 05/31/1993"," nov/1995"," Sisbacen PESP300"
"133","139"," Fixed-income mutual fund - Other investments"," c.m.u. (thousand)"," M"," 05/31/1993"," nov/1995"," Sisbacen PESP300"
"134","140"," Traditional stock fund - Investments in treasury securities"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"135","141"," Traditional stock fund - Investments in Central Bank securities"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"136","142"," Traditional stock fund - Investments in state and municipal securities"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"137","143"," Traditional stock fund - Investments in stocks index"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"138","144"," Traditional stock fund - Investments in stocks"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"139","145"," Traditional stock fund - Investments in debentures"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"140","146"," Traditional stock fund - Investments in private securities"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"141","147"," Traditional stock fund - Investments in fund quotas"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"142","148"," Traditional stock fund - Other investments"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"143","149"," Free portfolio stock fund - Investments in treasury securities"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"144","150"," Free portfolio stock fund - Investments in Central Bank securities"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"145","151"," Free portfolio stock fund - Investments in state and municipal securities"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"146","152"," Free portfolio stock fund - Investments in stocks index"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"147","153"," Free portfolio stock fund - Investments in stocks"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"148","154"," Free portfolio stock fund - Investments in debentures"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"149","155"," Free portfolio stock fund - Investments in private securities"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"150","156"," Free portfolio stock fund - Investments in fund quotas"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"151","157"," Free portfolio stock fund - Other investments"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"152","158"," Foreign capital investment fund - Investments in Treasury securities"," c.m.u. (thousand)"," M"," 05/31/1993"," sep/2000"," Sisbacen PESP300"
"153","159"," Foreign capital investment fund - Investments in Central Bank securities"," c.m.u. (thousand)"," M"," 05/31/1993"," sep/2000"," Sisbacen PESP300"
"154","160"," Foreign capital investment fund - Investments in state and municipal securities"," c.m.u. (thousand)"," M"," 05/31/1993"," sep/2000"," Sisbacen PESP300"
"155","161"," Foreign capital investment fund - Investments in stocks index"," c.m.u. (thousand)"," M"," 05/31/1993"," sep/2000"," Sisbacen PESP300"
"156","162"," Foreign capital investment fund - Investments in stocks"," c.m.u. (thousand)"," M"," 05/31/1993"," sep/2000"," Sisbacen PESP300"
"157","163"," Foreign capital investment fund - Investments in debentures"," c.m.u. (thousand)"," M"," 05/31/1993"," sep/2000"," Sisbacen PESP300"
"158","164"," Foreign capital investment fund - Investments in private securities"," c.m.u. (thousand)"," M"," 05/31/1993"," sep/2000"," Sisbacen PESP300"
"159","165"," Foreign capital investment fund - Investments in fund quotas"," c.m.u. (thousand)"," M"," 05/31/1993"," sep/2000"," Sisbacen PESP300"
"160","166"," Foreign capital investment fund - Other investments"," c.m.u. (thousand)"," M"," 05/31/1993"," sep/2000"," Sisbacen PESP300"
"161","167"," Conversion funds - foreign capital - Investments in Treasury securities"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"162","168"," Conversion funds - foreign capital - Investments in Central Bank securities"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"163","169"," Conversion funds - foreign capital - Investments in state and municipal securities"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"164","170"," Conversion funds - foreign capital - Investments in stock index"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"165","171"," Conversion funds - foreign capital - Investments in stocks"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"166","172"," Conversion funds - foreign capital - Investments in debentures"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"167","173"," Conversion funds - foreign capital - Investments in private securities"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"168","174"," Conversion funds - foreign capital - Investments in fund quotas"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"169","175"," Conversion funds - foreign capital - Other investments"," c.m.u. (thousand)"," M"," 05/31/1993"," aug/2000"," Sisbacen PESP300"
"170","176"," Foreign capital fixed-income fund - Investments in Treasury securities"," c.m.u. (thousand)"," M"," 05/31/1993"," mar/2001"," Sisbacen PESP300"
"171","177"," Foreign capital fixed-income fund - Investments in fixed-income securities"," c.m.u. (thousand)"," M"," 05/31/1993"," mar/2001"," Sisbacen PESP300"
"172","178"," Foreign capital fixed-income fund - Investments in securities"," c.m.u. (thousand)"," M"," 05/31/1993"," mar/2001"," Sisbacen PESP300"
"173","179"," Foreign capital fixed-income fund - Investments in fund quotas"," c.m.u. (thousand)"," M"," 05/31/1993"," mar/2001"," Sisbacen PESP300"
"174","180"," Foreign capital fixed-income fund - Investments in stocks"," c.m.u. (thousand)"," M"," 05/31/1993"," mar/2001"," Sisbacen PESP300"
"175","207"," Brazilian system of savings and loans (SBPE) saving deposits - Liabilities calleble"," c.m.u. (thousand)"," M"," 04/30/1992"," nov/1997"," Sisbacen PESP300"
"176","208"," Brazilian system of savings and loans (SBPE) saving deposits - Inflows"," c.m.u. (thousand)"," M"," 03/31/1992"," oct/1997"," Sisbacen PESP300"
"177","209"," Rural saving deposits - Liabilities calleble"," c.m.u. (thousand)"," M"," 12/31/1991"," jun/1996"," Sisbacen PESP300"
"178","210"," Rural saving deposits - Inflows"," c.m.u. (thousand)"," M"," 12/31/1991"," jun/1996"," Sisbacen PESP300"
"179","212"," Financial investment fund (FAF) - Inflows in Central Bank securities"," c.m.u. (thousand)"," M"," 04/30/1991"," nov/1995"," Sisbacen PESP300"
"180","230"," Commodities funds - Inflows in credit rights part-quotas"," c.m.u. (thousand)"," M"," 12/21/1992"," nov/1995"," Sisbacen PESP300"
"181","231"," Commodities funds - Inflow in FIEX quotas"," c.m.u. (thousand)"," M"," 12/21/1992"," nov/1995"," Sisbacen PESP300"
"182","232"," Commodities funds - Other Inflows"," c.m.u. (thousand)"," M"," 12/21/1992"," dec/1995"," Sisbacen PESP300"
"183","233"," Foreign capital investment fund - Net worth"," c.m.u. (thousand)"," D"," 05/03/1993"," 11/06/2001"," Sisbacen PESP300"
